name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,heat_capacity,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,property_name,property_phase_raw,property_phase_norm,phase_coarse,temperature_K,pressure_kPa,expanded_uncertainty,doi,title,journal,year,primary_inchi,primary_inchikey,source_file,component_regnum,component_count,is_mixture,structure_source,structure_key,abs_delta_T_ref,abs_delta_P_ref
zinc sulfide,[S-2].[Zn+2],Experimental,SZn,97.457,0.0,0.0,0.0,0.0,-0.0049,-,-,-,-,-,45.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,297.09,101.325,0.23,10.1016/j.tca.2016.08.006,Heat capacity and thermodynamic functions of sphalerite: Implication to sulfide solid-state galvanic cell measurements,Thermochim. Acta,2016,InChI=1S/S.Zn/q-2;+2,DRDVZXDWVBGGMH-UHFFFAOYSA-N,j.tca.2016.08.006.json,1,1,False,inchi,inchikey::DRDVZXDWVBGGMH-UHFFFAOYSA-N,1.0600000000000023,
1-pentylpyridinium hexafluorophosphate,CCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,Experimental,C10H16F6NP,295.20699999999994,4.0,0.0,0.0,3.88,5.546700000000003,-,-,-,-,-,346.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.231,100.0,2.11,10.1016/j.jct.2013.08.024,"Molar heat capacity and thermodynamic properties of N-alklypyridinium hexafluorophosphate salts, [Cnpy][PF6] (n = 2, 3, 5)",J. Chem. Thermodyn.,2014,"InChI=1S/C10H16N.F6P/c1-2-3-5-8-11-9-6-4-7-10-11;1-7(2,3,4,5)6/h4,6-7,9-10H,2-3,5,8H2,1H3;/q+1;-1",KKKOJMUGWUQWHD-UHFFFAOYSA-N,j.jct.2013.08.024.json,3,1,False,inchi,inchikey::KKKOJMUGWUQWHD-UHFFFAOYSA-N,1.0810000000000173,
"2,3,3,3-tetrafluoro-1-propene",C=C(F)C(F)(F)F,Experimental,C3H2F4,114.04100000000001,0.0,0.0,0.0,0.0,2.0319,-,-,-,-,-,106.9710140464,-,-,-,-,-,-,"Molar heat capacity at constant volume, J/K/mol",Liquid,liquid,liquid,299.24,5702.0,1.8246654848,10.1016/j.jct.2018.05.022,Adiabatic calorimeter for isochoric specific heat capacity measurements and experimental data of compressed liquid R1234yf,J. Chem. Thermodyn.,2018,"InChI=1S/C3H2F4/c1-2(4)3(5,6)7/h1H2",FXRLMCRCYDHQFW-UHFFFAOYSA-N,j.jct.2018.05.022.json,2,1,False,inchi,inchikey::FXRLMCRCYDHQFW-UHFFFAOYSA-N,1.0900000000000318,
triaquadiglycinatoneodymium trichloride (Nd(Gly)2Cl3.3H2O),Cl.Cl.NCC(=O)[O-].NCC(=O)[O-].O.O.O.[Cl-].[Nd+3],Experimental,C4H16Cl3N2NdO7,454.77800000000013,2.0,2.0,6.0,226.8,-9.2365,-,-,-,-,-,632.214,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 1,solid,solid,299.248,101.325,3.839,10.1016/j.jct.2014.11.012,Thermodynamic study on complex of neodymium with glycine,J. Chem. Thermodyn.,2015,"InChI=1S/2C2H5NO2.3ClH.Nd.3H2O/c2*3-1-2(4)5;;;;;;;/h2*1,3H2,(H,4,5);3*1H;;3*1H2/q;;;;;+3;;;/p-3",JLFIIJARQRZLQS-UHFFFAOYSA-K,j.jct.2014.11.012.json,10,1,False,inchi,inchikey::JLFIIJARQRZLQS-UHFFFAOYSA-K,1.0980000000000132,
potassium uranyl tungstate,[K+].[K+].[O-2].[O-2].[O-2].[O-2].[O].[O].[O].[O].[O].[O].[U+2].[W+2].[W+2],Experimental,K2O10UW2,843.895,0.0,0.0,0.0,285.0,-7.185000000000003,-,-,-,-,-,354.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.3,101.325,1.5,10.1016/j.jct.2012.09.014,A calorimetric and thermodynamic investigation of potassium uranyl tungstate K2[(UO2)(W2O8)],J. Chem. Thermodyn.,2013,InChI=1S/2K.10O.U.2W/q2*+1;;;;;;;4*-2;3*+2,FCQCFDCPXLDDHU-UHFFFAOYSA-N,j.jct.2012.09.014.json,5,1,False,inchi,inchikey::FCQCFDCPXLDDHU-UHFFFAOYSA-N,1.150000000000034,
"hexakis(3,5-dimethoxybenzoate)bis(1,10-phenanthroline)dipraseodymium(III)",COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.[Pr+3].[Pr+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Experimental,C78H70N4O24Pr2,1729.2379999999991,18.0,0.0,28.0,403.1,5.969800000000009,-,-,-,-,-,1933.63,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.99,101.325,82.04,10.1016/j.jct.2012.08.015,"Crystal structures, luminescence, and thermodynamic properties of lanthanide complexes with 3,5-dimethoxybenzoic acid and 1,10-phenanthroline",J. Chem. Thermodyn.,2013,"InChI=1S/2C12H8N2.6C9H10O4.2Pr/c2*1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;6*1-12-7-3-6(9(10)11)4-8(5-7)13-2;;/h2*1-8H;6*3-5H,1-2H3,(H,10,11);;/q;;;;;;;;2*+3/p-6",GQDYBPWQLRUHJH-UHFFFAOYSA-H,j.jct.2012.08.015.json,1,1,False,inchi,inchikey::GQDYBPWQLRUHJH-UHFFFAOYSA-H,1.1599999999999682,
"hexakis(3,5-dimethoxybenzoate)bis(1,10-phenanthroline)dineodymium(III)",COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.[Nd+3].[Nd+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Experimental,C78H70N4Nd2O24,1735.9019999999994,18.0,0.0,28.0,403.1,5.969800000000009,-,-,-,-,-,2322.19,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.99,101.325,98.53,10.1016/j.jct.2012.08.015,"Crystal structures, luminescence, and thermodynamic properties of lanthanide complexes with 3,5-dimethoxybenzoic acid and 1,10-phenanthroline",J. Chem. Thermodyn.,2013,"InChI=1S/2C12H8N2.6C9H10O4.2Nd/c2*1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;6*1-12-7-3-6(9(10)11)4-8(5-7)13-2;;/h2*1-8H;6*3-5H,1-2H3,(H,10,11);;/q;;;;;;;;2*+3/p-6",VULQFNGXAGDIOE-UHFFFAOYSA-H,j.jct.2012.08.015.json,2,1,False,inchi,inchikey::VULQFNGXAGDIOE-UHFFFAOYSA-H,1.1599999999999682,
"hexakis(3,5-dimethoxybenzoate)bis(1,10-phenanthroline)disamarium(III)",COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.[Sm+3].[Sm+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Experimental,C78H70N4O24Sm2,1748.1419999999994,18.0,0.0,28.0,403.1,5.969800000000009,-,-,-,-,-,2271.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.99,101.325,96.38,10.1016/j.jct.2012.08.015,"Crystal structures, luminescence, and thermodynamic properties of lanthanide complexes with 3,5-dimethoxybenzoic acid and 1,10-phenanthroline",J. Chem. Thermodyn.,2013,"InChI=1S/2C12H8N2.6C9H10O4.2Sm/c2*1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;6*1-12-7-3-6(9(10)11)4-8(5-7)13-2;;/h2*1-8H;6*3-5H,1-2H3,(H,10,11);;/q;;;;;;;;2*+3/p-6",LCKPHAKKEGRIAG-UHFFFAOYSA-H,j.jct.2012.08.015.json,3,1,False,inchi,inchikey::LCKPHAKKEGRIAG-UHFFFAOYSA-H,1.1599999999999682,
"hexakis(3,5-dimethoxybenzoate)bis(1,10-phenanthroline)dieuropium(III)",COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.[Eu+3].[Eu+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Experimental,C78H70Eu2N4O24,1751.3499999999992,18.0,0.0,28.0,403.1,5.969800000000009,-,-,-,-,-,1952.09,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.99,101.325,82.83,10.1016/j.jct.2012.08.015,"Crystal structures, luminescence, and thermodynamic properties of lanthanide complexes with 3,5-dimethoxybenzoic acid and 1,10-phenanthroline",J. Chem. Thermodyn.,2013,"InChI=1S/2C12H8N2.6C9H10O4.2Eu/c2*1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;6*1-12-7-3-6(9(10)11)4-8(5-7)13-2;;/h2*1-8H;6*3-5H,1-2H3,(H,10,11);;/q;;;;;;;;2*+3/p-6",JSAIECNZNCBDRY-UHFFFAOYSA-H,j.jct.2012.08.015.json,4,1,False,inchi,inchikey::JSAIECNZNCBDRY-UHFFFAOYSA-H,1.1599999999999682,
"hexakis(3,5-dimethoxybenzoate)bis(1,10-phenanthroline)diholmium(III)",COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.COc1cc(OC)cc(C(=O)[O-])c1.[Ho+3].[Ho+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Experimental,C78H70Ho2N4O24,1777.2819999999995,18.0,0.0,28.0,403.1,5.969800000000009,-,-,-,-,-,1992.38,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.99,101.325,84.54,10.1016/j.jct.2012.08.015,"Crystal structures, luminescence, and thermodynamic properties of lanthanide complexes with 3,5-dimethoxybenzoic acid and 1,10-phenanthroline",J. Chem. Thermodyn.,2013,"InChI=1S/2C12H8N2.6C9H10O4.2Ho/c2*1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1;6*1-12-7-3-6(9(10)11)4-8(5-7)13-2;;/h2*1-8H;6*3-5H,1-2H3,(H,10,11);;/q;;;;;;;;2*+3/p-6",VEPNERHWMZOLBQ-UHFFFAOYSA-H,j.jct.2012.08.015.json,5,1,False,inchi,inchikey::VEPNERHWMZOLBQ-UHFFFAOYSA-H,1.1599999999999682,
ammonium benzoate,N.O=C(O)c1ccccc1,Experimental,C7H9NO2,139.15399999999997,1.0,2.0,2.0,72.3,1.5467999999999997,-,-,-,-,-,199.56,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.96,101.325,1.0,10.1016/j.tca.2010.01.021,"Synthesis, Characterization, and Thermodynamic Study of Ammonium Benzoate C7H5O2NH4(s)",Thermochim. Acta,2010,"InChI=1S/C7H6O2.H3N/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);1H3",VWSRWGFGAAKTQG-UHFFFAOYSA-N,j.tca.2010.01.021.json,4,1,False,inchi,inchikey::VWSRWGFGAAKTQG-UHFFFAOYSA-N,1.1899999999999977,
aluminum,[Al],Experimental,Al,26.982,0.0,0.0,0.0,0.0,-0.3808,-,-,-,-,-,24.14,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.4,101.325,0.01,10.1016/j.tca.2011.08.025,Calorimetric Study of AlNd2: Heat capacity; Standard Gibbs Energy of Formation,Thermochim. Acta,2011,InChI=1S/Al,XAGFODPZIPBFFR-UHFFFAOYSA-N,j.tca.2011.08.025.json,2,1,False,inchi,inchikey::XAGFODPZIPBFFR-UHFFFAOYSA-N,1.25,
dodecanamine hydrochloride,CCCCCCCCCCCCN.Cl,Experimental,C12H28ClN,221.81599999999997,10.0,1.0,1.0,26.02,4.287800000000003,-,-,-,-,-,357.94,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 3,solid,solid,296.86,101.325,1.58,10.1007/s10765-009-0675-2,Investigation on Phase Transitions and Thermodynamic Properties of 1-Dodecylamine Hydrochloride (C12H25NH3Cl)(s),Int. J. Thermophys.,2009,"InChI=1S/C12H27N.ClH/c1-2-3-4-5-6-7-8-9-10-11-12-13;/h2-13H2,1H3;1H",TWFQJFPTTMIETC-UHFFFAOYSA-N,s10765-009-0675-2.json,1,1,False,inchi,inchikey::TWFQJFPTTMIETC-UHFFFAOYSA-N,1.2899999999999636,
sodium molybdate,[Mo].[Na+].[Na+].[O-].[O-].[O].[O],Experimental,MoNa2O4,205.91599999999997,0.0,0.0,2.0,114.0,-6.469700000000001,-,-,-,-,-,131.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.83,101.325,0.3,10.1016/j.tca.2007.07.005,Heat capacity and thermodynamic functions of Na2MoO4 in the temperature range 0-300 K,Thermochim. Acta,2007,InChI=1S/Mo.2Na.4O/q;2*+1;;;2*-1,TVXXNOYZHKPKGW-UHFFFAOYSA-N,j.tca.2007.07.005.json,1,1,False,inchi,inchikey::TVXXNOYZHKPKGW-UHFFFAOYSA-N,1.3199999999999932,
triaquabenzoatocalcium monobenzoate,O.O.O.O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Ca+2],Experimental,C14H16CaO7,336.3530000000001,2.0,0.0,4.0,174.76,-2.7546999999999993,-,-,-,-,-,397.59,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 1,solid,solid,299.47,101.325,2.42,10.1021/je900088h,Low-Temperature Heat Capacities and Thermodynamic Properties of Triaquabenzoatocalcium Monobenzoate [Ca(Ben)(H2O)3](Ben)(s) (Ben ) Benzoate),J. Chem. Eng. Data,2009,"InChI=1S/2C7H6O2.Ca.3H2O/c2*8-7(9)6-4-2-1-3-5-6;;;;/h2*1-5H,(H,8,9);;3*1H2/q;;+2;;;/p-2",HZQXCUSDXIKLGS-UHFFFAOYSA-L,je900088h.json,1,1,False,inchi,inchikey::HZQXCUSDXIKLGS-UHFFFAOYSA-L,1.32000000000005,
1-cyanonaphthalene,N#Cc1cccc2ccccc12,Experimental,C11H7N,153.18399999999997,0.0,0.0,1.0,23.79,2.7114800000000017,-,-,-,-,-,202.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.8,101.325,41.2,10.1016/j.tca.2018.07.026,Thermochemical properties of mono- and di-cyano-aromatic compounds at 298.15 K,Thermochim. Acta,2018,InChI=1S/C11H7N/c12-8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,YJMNOKOLADGBKA-UHFFFAOYSA-N,j.tca.2018.07.026.json,3,1,False,inchi,inchikey::YJMNOKOLADGBKA-UHFFFAOYSA-N,1.349999999999966,
copper bis-L-alaninate,C[C@H](N)C(=O)[O-].C[C@H](N)C(=O)[O-].[Cu+2],Experimental,C6H12CuN2O4,239.71799999999996,2.0,2.0,6.0,132.3,-3.835499999999999,-,-,-,-,-,378.35,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.579,101.325,1.21,10.1016/j.tca.2008.02.024,Low-temperature heat capacities and standard molar enthalpy of formation of the solid-state coordination compound trans-Cu(Ala)2(s) (Ala = l- -alanine),Thermochim. Acta,2008,"InChI=1S/2C3H7NO2.Cu/c2*1-2(4)3(5)6;/h2*2H,4H2,1H3,(H,5,6);/q;;+2/p-2/t2*2-;/m00./s1",DRIUUEGJCZKRCC-CEOVSRFSSA-L,j.tca.2008.02.024.json,10,1,False,inchi,inchikey::DRIUUEGJCZKRCC-CEOVSRFSSA-L,1.4290000000000305,
"tris(2,2,6,6-tetramethyl-3,5-heptandionato)aluminium",CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.[Al+3],Experimental,C33H57AlO6,576.7950000000003,6.0,0.0,6.0,102.41999999999999,6.8824700000000085,-,-,-,-,-,885.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.58,101.325,3.7,10.1016/j.tca.2014.09.017,Low-temperature heat capacity of Al(C11H19O2)3,Thermochim. Acta,2014,"InChI=1S/3C11H19O2.Al/c3*1-10(2,3)8(12)7-9(13)11(4,5)6;/h3*7H,1-6H3;/q3*-1;+3",UHZMUQTZLUYGMZ-UHFFFAOYSA-N,j.tca.2014.09.017.json,1,1,False,inchi,inchikey::UHZMUQTZLUYGMZ-UHFFFAOYSA-N,1.4300000000000068,
lanthanum orthoniobate,[La+3].[Nb].[O-].[O-].[O-].[O],Experimental,LaNbO4,295.80800000000005,0.0,0.0,3.0,114.0,-0.4777,-,-,-,-,-,121.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,299.63,101.325,0.7,10.1016/j.jct.2018.12.041,Heat capacity and thermodynamic properties of lanthanum orthoniobate,J. Chem. Thermodyn.,2019,InChI=1S/La.Nb.4O/q+3;;;3*-1,GIUUOWFJIWCWHY-UHFFFAOYSA-N,j.jct.2018.12.041.json,1,1,False,inchi,inchikey::GIUUOWFJIWCWHY-UHFFFAOYSA-N,1.4800000000000182,
iron tris-dipivaloylmethanate,CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.CC(C)(C)C(=O)[CH-]C(=O)C(C)(C)C.[Fe+3],Experimental,C33H57FeO6,605.6580000000004,6.0,0.0,6.0,102.41999999999999,7.26077000000001,-,-,-,-,-,890.12,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 1,solid,solid,299.64,101.325,1.09,10.1016/j.tca.2007.07.004,Phase transition in Fe(C11O2H19)3 at 115.25 K,Thermochim. Acta,2007,"InChI=1S/3C11H19O2.Fe/c3*1-10(2,3)8(12)7-9(13)11(4,5)6;/h3*7H,1-6H3;/q3*-1;+3",AWKCYXFBJHQGBL-UHFFFAOYSA-N,j.tca.2007.07.004.json,1,1,False,inchi,inchikey::AWKCYXFBJHQGBL-UHFFFAOYSA-N,1.490000000000009,
calcium monouranate,[Ca+2].[O-].[O-].[O].[O].[U],Experimental,CaO4U,342.103,0.0,0.0,2.0,114.0,-0.8560000000000001,-,-,-,-,-,115.06,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.65,101.325,6.901,10.1016/j.jct.2007.06.019,The low-temperature heat capacity of CaUO4 and SrUO4,J. Chem. Thermodyn.,2008,InChI=1S/Ca.4O.U/q+2;;;2*-1;,OLCZIXLODFYHKK-UHFFFAOYSA-N,j.jct.2007.06.019.json,1,1,False,inchi,inchikey::OLCZIXLODFYHKK-UHFFFAOYSA-N,1.5,
magnesium gallate,[Ga+3].[Ga+3].[Mg+2].[O-2].[O-2].[O-2].[O-2],Experimental,Ga2MgO4,227.74699999999999,0.0,0.0,0.0,114.0,-1.6176000000000001,-,-,-,-,-,129.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.65,101.325,1.3,10.1016/j.tca.2016.08.015,Thermodynamic functions of magnesium gallate MgGa2O4 in thetemperature range 0-1200 K,Thermochim. Acta,2016,InChI=1S/2Ga.Mg.4O/q2*+3;+2;4*-2,JWSSFFRSFBHWDY-UHFFFAOYSA-N,j.tca.2016.08.015.json,1,1,False,inchi,inchikey::JWSSFFRSFBHWDY-UHFFFAOYSA-N,1.5,
silver sulfide,[Ag+].[Ag+].[S-2],Experimental,Ag2S,247.803,0.0,0.0,0.0,0.0,-0.0074,-,-,-,-,-,73.92,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 3,solid,solid,299.71,101.325,3.06,10.1016/j.tca.2017.12.013,Effect of small size of particles on thermal expansion and heat capacity of Ag2S silver sulfide,Thermochim. Acta,2018,InChI=1S/2Ag.S/q2*+1;-2,XUARKZBEFFVFRG-UHFFFAOYSA-N,j.tca.2017.12.013.json,1,1,False,inchi,inchikey::XUARKZBEFFVFRG-UHFFFAOYSA-N,1.5600000000000023,
"tris(2,4-pentanedionato)chromium",CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.[Cr+3],Experimental,C15H21CrO6,349.323,6.0,0.0,6.0,102.41999999999999,1.1035699999999997,-,-,-,-,-,428.72,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.43,101.325,0.63,10.1016/j.tca.2005.12.024,Heat capacity and Raman spectra of Cr(C5H7O2)3 at low temperature,Thermochim. Acta,2006,"InChI=1S/3C5H7O2.Cr/c3*1-4(6)3-5(2)7;/h3*3H,1-2H3;/q3*-1;+3",GMJCSPGGZSWVKI-UHFFFAOYSA-N,j.tca.2005.12.024.json,1,1,False,inchi,inchikey::GMJCSPGGZSWVKI-UHFFFAOYSA-N,1.7199999999999704,
1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,Experimental,C10H15F3N2O2,252.23599999999993,3.0,0.0,3.0,48.94,0.4113,-,-,-,-,-,360.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 1,solid,solid,296.42,101.325,3.492,10.1016/j.jct.2007.11.004,Low-temperature heat capacity of hydrophilic ionic liquids [BMIM][CF3COO] and [BMIM][CH3COO] and a correlation scheme for estimation of heat capacity of ionic liquids,J. Chem. Thermodyn.,2008,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1",QPDGLRRWSBZCHP-UHFFFAOYSA-M,j.jct.2007.11.004.json,2,1,False,inchi,inchikey::QPDGLRRWSBZCHP-UHFFFAOYSA-M,1.7299999999999613,
fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Experimental,C20H21ClO4,360.8370000000001,6.0,0.0,4.0,52.60000000000001,4.680000000000004,-,-,-,-,-,444.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,299.9,101.325,9.0,10.1016/j.fluid.2014.01.029,Thermodynamics of fenofibrate and solubility in pure organic solvents,Fluid Phase Equilib.,2014,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",YMTINGFKWWXKFG-UHFFFAOYSA-N,j.fluid.2014.01.029.json,1,1,False,inchi,inchikey::YMTINGFKWWXKFG-UHFFFAOYSA-N,1.75,
trichloroethene,ClC=C(Cl)Cl,Experimental,C2HCl3,131.389,0.0,0.0,0.0,0.0,2.5017000000000005,-,-,-,-,-,128.54,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,296.38,101.325,2.58,10.1016/j.fluid.2012.09.001,Heat capacities of selected chlorohydrocarbons,Fluid Phase Equilib.,2012,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N,j.fluid.2012.09.001.json,1,1,False,inchi,inchikey::XSTXAVWGXDQKEL-UHFFFAOYSA-N,1.7699999999999818,
(trichloromethyl)benzene,ClC(Cl)(Cl)c1ccccc1,Experimental,C7H5Cl3,195.476,0.0,0.0,0.0,0.0,3.513300000000001,-,-,-,-,-,217.76,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,296.38,101.325,4.37,10.1016/j.fluid.2012.09.001,Heat capacities of selected chlorohydrocarbons,Fluid Phase Equilib.,2012,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",XEMRAKSQROQPBR-UHFFFAOYSA-N,j.fluid.2012.09.001.json,7,1,False,inchi,inchikey::XEMRAKSQROQPBR-UHFFFAOYSA-N,1.7699999999999818,
2-aminoethan-1-ol,NCCO,Experimental,C2H7NO,61.083999999999996,1.0,2.0,2.0,46.25,-1.0626000000000002,-,-,-,-,-,166.53867386,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Metastable liquid,liquid,liquid,296.38,101.325,2.9100617,10.1016/j.fluid.2015.06.045,"Recommended vapor pressures for aniline, nitromethane, 2-aminoethanol, and 1-methyl-2-pyrrolidone",Fluid Phase Equilib.,2015,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,j.fluid.2015.06.045.json,2,1,False,inchi,inchikey::HZAXFHJVJLSVMW-UHFFFAOYSA-N,1.7699999999999818,
bismuth strontium oxide (Bi2SrO4),[Bi+3].[Bi+3].[O-2].[O-2].[O-2].[O-2].[Sr+2],Experimental,Bi2O4Sr,569.576,0.0,0.0,0.0,114.0,-1.6176000000000001,-,-,-,-,-,154.85,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.38,101.325,3.79,10.1016/j.tca.2012.01.002,"Heat capacity, enthalpy and entropy of SrBi2O4 and Sr2Bi2O5",Thermochim. Acta,2012,InChI=1S/2Bi.4O.Sr/q2*+3;4*-2;+2,KGQYSGMGUSSNHJ-UHFFFAOYSA-N,j.tca.2012.01.002.json,1,1,False,inchi,inchikey::KGQYSGMGUSSNHJ-UHFFFAOYSA-N,1.7699999999999818,
bismuth strontium oxide (Bi2Sr2O5),[Bi+3].[Bi+3].[O-2].[O-2].[O-2].[O-2].[O-2].[Sr+2].[Sr+2],Experimental,Bi2O5Sr2,673.195,0.0,0.0,0.0,142.5,-2.1172000000000004,-,-,-,-,-,202.06,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,296.38,101.325,4.95,10.1016/j.tca.2012.01.002,"Heat capacity, enthalpy and entropy of SrBi2O4 and Sr2Bi2O5",Thermochim. Acta,2012,InChI=1S/2Bi.5O.2Sr/q2*+3;5*-2;2*+2,LOXHRPIPDOWYOZ-UHFFFAOYSA-N,j.tca.2012.01.002.json,2,1,False,inchi,inchikey::LOXHRPIPDOWYOZ-UHFFFAOYSA-N,1.7699999999999818,
